id	msn_id	msn_seq	msn_ref	msn_name	platform_type	platform_name	inst_configuration	event_name	datetime	n_stages	n_legs	n_wpts	wpt	stage_i	stage_type	stage_dirn	leg_i	leg_length	wpt_i	wpt_type	colour	shape	depth_option	dfs	hfb	depth_water	depth_vehicle	east	north	zone	lat	lon	speed_kn	dir_rads	dir_degs	dist_m	time_mins	power	ch_distance	ch_time_secs	ch_power	dive_angle	wpt_radius	is_parking	park_radius	park_time	is_surface	is_usbl	is_cam1	is_strobe	is_cam2	is_sidescan	is_multibeam
3c9f060a-e135-4f9c-ab2c-e49cdb7b1b5b	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	1	1	VCT50	0	0	0	0	Start	Yellow	Square	D	0	0	-7.58	0	381975.538213149	5718263.49035131	55	-38.6763619390708	145.643188612107	3	0	0	0	0	0	0	0	0	25	5	False	15	1000	True	True	False	False	False	False	False
13135957-7265-43d0-abf4-e0f2a6ee660a	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	2	1	VCT50	0	0	0	0	Dive top	Yellow	Square	D	0	0	-6.39	0	381978.321675168	5718283.29571269	55	-38.6761838773032	145.643223971564	3	0.139626340159546	8	20.0000000003815	0.215982907980714	0	20.0000000003815	12.9589744788429	0	25	5	False	15	1000	True	True	False	False	False	False	False
7ebf9c0d-40eb-4b4b-801d-f121ee239e16	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	3	1	VCT50	0	0	0	0	Dive bottom	Orange	Circle	H	0	2.8	-7.69	-4.89	382002.85826899	5718279.84731931	55	-38.6762182165421	145.6435053841	3	1.71042266695444	98	24.7777289771577	0.267578297877122	0	44.7777289775392	29.0136723514702	0	25	5	False	15	1000	False	True	False	False	False	False	False
d4e5c1c1-cc60-412f-8a78-5469bee808d2	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	4	1	VCT50	0	0	0	0	Dive turn	Cyan	Circle	H	0	2.8	-7.71	-4.91	382012.760949678	5718278.4555883	55	-38.6762320752646	145.643618958972	2	1.71042266695444	98	10.0000000000462	0.161987180983194	0	54.7777289775854	38.7329032104618	0	25	5	False	15	1000	False	True	False	False	False	False	False
76577794-3569-478a-bc96-18dd4fbb587a	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	5	1	VCT50	0	1	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-7.39	-4.59	382014.152680687	5718288.35826899	55	-38.6761430443059	145.643636638156	2	0.139626340159546	8	10.0000000001867	0.16198718098547	0	64.7777289777721	48.4521340695901	0	25	5	False	15	1000	False	True	True	True	False	False	False
ecaddf2b-f342-4682-aad5-9b47d013364d	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	6	1	VCT50	0	1	50	2	Leg start	Cyan	Circle	H	0	1.8	-7.66	-5.86	382004.25	5718289.75	55	-38.6761291856029	145.64352306342	2	4.85201532054424	278	10.0000000000462	0.161987180983194	0	74.7777289778183	58.1713649285817	0	25	5	False	15	1000	False	True	True	True	False	False	False
ab25e04e-143f-41cc-9d39-bbf1a5a5c2ea	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	7	1	VCT50	0	1	50	3	Leg end	Green	Circle	H	0	1.8	-6.47	-4.67	381954.736596563	5718296.70865505	55	-38.6760598904447	145.642955190448	2	4.85201532054424	278	50.0000000000437	0.809935904912936	0	124.777728977862	106.767519223358	0	25	5	False	15	1000	False	True	True	True	False	False	False
e910e86d-137c-446c-a08f-311ee3d721b6	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	8	1	VCT50	0	1	50	4	Leg end turn	Cyan	Circle	H	0	2.8	-5.49	-2.69	381945.668954481	5718304.04199447	55	-38.6759926125887	145.642852224055	2	5.39243482076516	308.963756529228	11.6619037891624	0.188907891969493	0	136.439632767024	118.101992741527	0	25	5	False	15	1000	False	True	True	True	False	False	False
15436df6-2f5d-4f74-8c97-8cf22df4d15d	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	9	1	VCT50	0	2	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-5.6	-2.8	381944.277223472	5718294.13931378	55	-38.6760816434139	145.642834543945	2	3.28121899374741	187.99999999989	10.0000000001786	0.161987180985339	0	146.439632767203	127.821223600648	0	25	5	False	15	1000	False	True	True	True	False	False	False
6ca1f740-5548-4663-9f1d-310841c88f78	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	10	1	VCT50	0	2	50	2	Leg start	Cyan	Circle	H	0	1.8	-5.98	-4.18	381954.179904159	5718292.74758277	55	-38.676095502782	145.642948118453	2	1.71042266695444	98	10.0000000000462	0.161987180983194	0	156.439632767249	137.540454459639	0	25	5	False	15	1000	False	True	True	True	False	False	False
8bc38c21-fffc-4789-93fb-048f9e7e7939	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	11	1	VCT50	0	2	50	3	Leg end	Green	Circle	H	0	1.8	-7.94	-6.14	382003.693307596	5718285.78892772	55	-38.6761647979792	145.643515991698	2	1.71042266695444	98	50.0000000000437	0.809935904912936	0	206.439632767293	186.136608754416	0	25	5	False	15	1000	False	True	True	True	False	False	False
5f502ea5-7c16-4b73-8bfa-fc49c2960063	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	12	1	VCT50	0	2	50	4	Leg end turn	Cyan	Circle	H	0	2.8	-7.73	-4.93	382012.482603476	5718276.47505216	55	-38.6762498814557	145.64361542313	2	2.38516360914567	136.659808252238	12.8062484743894	0.207444808932709	0	219.245881241682	198.583297290378	0	25	5	False	15	1000	False	True	True	True	False	False	False
75484d13-61f9-4b0c-a6d8-91a0116b86f2	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	13	1	VCT50	0	3	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-7.63	-4.83	382013.874334486	5718286.37773285	55	-38.676160850498	145.643633102323	2	0.139626340157619	7.9999999998896	10.0000000001786	0.161987180985339	0	229.245881241861	208.302528149498	0	25	5	False	15	1000	False	True	True	True	False	False	False
0d7a2eea-7ecd-4ac3-9379-46e71537a610	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	14	1	VCT50	0	3	50	2	Leg start	Cyan	Circle	H	0	1.8	-7.74	-5.94	382003.971653798	5718287.76946386	55	-38.6761469917912	145.64351952756	2	4.85201532054424	278	10.0000000000462	0.161987180983194	0	239.245881241907	218.02175900849	0	25	5	False	15	1000	False	True	True	True	False	False	False
a0166809-0ec0-441f-b0d2-2c741bfeff2b	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	15	1	VCT50	0	3	50	3	Leg end	Green	Circle	H	0	1.8	-6.19	-4.39	381954.458250361	5718294.72811891	55	-38.6760776966135	145.642951654452	2	4.85201532054424	278	50.0000000000437	0.809935904912936	0	289.245881241951	266.617913303266	0	25	5	False	15	1000	False	True	True	True	False	False	False
c28501aa-044a-4057-acff-00aed9c74886	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	16	1	VCT50	0	3	50	4	Leg end turn	Cyan	Circle	H	0	2.8	-5.45	-2.65	381945.390608279	5718302.06145833	55	-38.6760104187541	145.642848688037	2	5.39243482076516	308.963756529228	11.6619037891624	0.188907891969493	0	300.907785031113	277.952386821436	0	25	5	False	15	1000	False	True	True	True	False	False	False
d33eaf33-f49d-4433-b6fb-39aabb792a96	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	17	1	VCT50	0	0	50	3	Crossover start	Cyan	Circle	H	0	1.8	-6.33	-4.53	381960.383802411	5718300.96412989	55	-38.6760223046562	145.643020817642	2	1.64385450312321	94.1859251625349	15.033296378465	0.243520130122115	0	315.941081409578	292.563594628763	0	25	5	False	15	1000	False	True	True	True	False	False	False
b11e64fa-20d2-4e90-a1ed-a097b0a5c480	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	18	1	VCT50	0	0	50	3	Crossover end	Green	Circle	H	0	1.8	-5.89	-4.09	381958.157032796	5718285.11984079	55	-38.6761647540203	145.642992529763	2	3.28121899374934	188	15.9999999999347	0.259179489570855	0	331.941081409513	308.114364003014	0	25	5	False	15	1000	False	True	True	True	False	False	False
ea822ec0-0910-4c52-96ab-00f97173fcaf	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	19	1	VCT50	0	0	50	3	Ascent top	Orange	Square	D	0	0	-7.03	0	381954.70863942	5718260.58324697	55	-38.6763853522295	145.642948722689	3	3.28121899374934	188	24.7777289769848	0.267578297875255	0	356.718810386498	324.169061875529	0	25	5	False	15	1000	True	True	False	False	False	False	False
e5d6551b-8098-4336-938e-381e19b4631c	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	20	2	VCT50	0	0	0	0	Start	Yellow	Square	D	0	0	-7.48	0	381918.346819104	5718271.52807757	55	-38.6762818962359	145.642532678096	3	5.00476100391717	286.75168299611	37.9732971139684	0.410079156806706	0	394.692107500466	348.773811283932	0	25	5	False	15	1000	True	True	False	False	False	False	False
b708a881-7e00-446c-b797-b408dc754be8	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	21	2	VCT50	0	0	0	0	Dive top	Yellow	Square	D	0	0	-6.34	0	381921.130281123	5718291.33343895	55	-38.6761038346933	145.642568039127	3	0.139626340160529	8.00000000005632	19.9999999994512	0.215982907970667	0	414.692107499917	361.732785762172	0	25	5	False	15	1000	True	True	False	False	False	False	False
6ff3f25f-9f26-4afc-bbd0-5c18862fa1b6	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	22	2	VCT50	0	0	0	0	Dive bottom	Orange	Circle	H	0	2.8	-5.69	-2.89	381953.344865553	5718286.80597436	55	-38.6761489212865	145.642937510447	3	1.71042266696244	98.000000000458	32.5311755950273	0.35130889524556	0	447.223283094944	382.811319476905	0	25	5	False	15	1000	False	True	False	False	False	False	False
9af685bc-06bd-444b-9fd3-a56361abf466	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	23	2	VCT50	0	0	0	0	Dive turn	Cyan	Circle	H	0	2.8	-5.83	-3.03	381963.247546241	5718285.41424335	55	-38.6761627805568	145.643051085083	2	1.71042266693475	97.9999999988718	10.0000000000462	0.161987180983194	0	457.223283094991	392.530550335897	0	25	5	False	15	1000	False	True	False	False	False	False	False
bb606c5c-7e5a-490b-8445-96ececc99462	d4181e4b-9693-413c-a2a3-12e345cfdbb2	161109	3014	vic-bunurong-vct50-The Oaks Beach	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	24	2	VCT50	0	1	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-6	-3.2	381964.63927725	5718295.31692404	55	-38.6760737496955	145.643068764949	2	0.139626340157619	7.9999999998896	10.0000000001786	0.161987180985339	0	467.223283095169	402.249781195017	0	25	5	False	15	1000	False	True	True	True	False	False	False
