id	msn_id	msn_seq	msn_ref	msn_name	platform_type	platform_name	inst_configuration	event_name	datetime	n_stages	n_legs	n_wpts	wpt	stage_i	stage_type	stage_dirn	leg_i	leg_length	wpt_i	wpt_type	colour	shape	depth_option	dfs	hfb	depth_water	depth_vehicle	east	north	zone	lat	lon	speed_kn	dir_rads	dir_degs	dist_m	time_mins	power	ch_distance	ch_time_secs	ch_power	dive_angle	wpt_radius	is_parking	park_radius	park_time	is_surface	is_usbl	is_cam1	is_strobe	is_cam2	is_sidescan	is_multibeam
fa705872-43ee-41ec-b31e-e748f092dadc	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	1	1	VCT50	0	0	0	0	Start	Yellow	Square	D	0	0	-6.46	0	385929.3245754	5720061.60186813	55	-38.6606802625153	145.688925691703	3	0	0	0	0	0	0	0	0	25	5	False	15	1000	True	True	False	False	False	False	False
511f388c-e749-4496-b5bc-e9a56e77121b	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	2	1	VCT50	0	0	0	0	Dive top	Yellow	Square	D	0	0	-5.48	0	385922.813212311	5720080.51223965	55	-38.6605090504339	145.68885397828	3	5.95157274930066	341	19.9999999995537	0.215982907971775	0	19.9999999995537	12.9589744783065	0	25	5	False	15	1000	True	True	False	False	False	False	False
61337078-514a-48ae-b359-df52150cee28	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	3	1	VCT50	0	0	0	0	Dive bottom	Orange	Circle	H	0	2.8	-4.02	-1.22	385944.195681545	5720087.87481424	55	-38.6604454714034	145.689100887346	3	1.23918376891597	71	22.6145416762614	0.244217723689841	0	42.6145416758151	27.612037899697	0	25	5	False	15	1000	False	True	False	False	False	False	False
16a6a39f-3bf8-4142-813f-5c1b3b7a3f0e	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	4	1	VCT50	0	0	0	0	Dive turn	Cyan	Circle	H	0	2.8	-4.92	-2.12	385953.650867301	5720091.13049579	55	-38.6604173570099	145.689210068759	2	1.23918376891597	71	9.99999999996586	0.161987180981893	0	52.614541675781	37.3312687586105	0	25	5	False	15	1000	False	True	False	False	False	False	False
3a0978b9-2aec-44d5-9d87-52f51a691842	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	5	1	VCT50	0	1	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-4.62	-1.82	385950.395185756	5720100.58568154	55	-38.6603317510544	145.689174211788	2	5.95157274930066	341	10.0000000002413	0.161987180986355	0	62.6145416760223	47.0504996177919	0	25	5	False	15	1000	False	True	True	True	False	False	False
67420c1c-7db8-494a-9cca-c162832b12dc	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	6	1	VCT50	0	1	50	2	Leg start	Cyan	Circle	H	0	1.8	-4.64	-2.84	385940.94	5720097.33	55	-38.6603598654169	145.689065030492	2	4.38077642250577	251	9.99999999996586	0.161987180981893	0	72.6145416759882	56.7697304767054	0	25	5	False	15	1000	False	True	True	True	False	False	False
c5cf0147-e77f-4b82-aff3-3f9248e1ce86	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	7	1	VCT50	0	1	50	3	Leg end	Green	Circle	H	0	1.8	-4.67	-2.87	385893.66407122	5720081.05159228	55	-38.6605004356757	145.688519122775	2	4.38077642250577	251	49.9999999999175	0.809935904910892	0	122.614541675906	105.365884771359	0	25	5	False	15	1000	False	True	True	True	False	False	False
1b6f745a-b1ee-4c84-8e27-05df734fe33e	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	8	1	VCT50	0	1	50	4	Leg end turn	Cyan	Circle	H	0	2.8	-5.59	-2.79	385882.255476537	5720083.46902219	55	-38.6604771857079	145.688388427335	2	4.9211959228525	281.963756536437	11.6619037900848	0.188907891984433	0	134.27644546599	116.700358290425	0	25	5	False	15	1000	False	True	True	True	False	False	False
b3435fa0-1c6b-4ce7-8cd9-488eea800272	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	9	1	VCT50	0	2	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-5.83	-3.03	385885.511158082	5720074.01383643	55	-38.6605627918871	145.688424283432	2	2.80998009571235	161.000000000085	10.0000000002413	0.161987180986355	0	144.276445466232	126.419589149606	0	25	5	False	15	1000	False	True	True	True	False	False	False
9b00991e-8508-4c86-915e-d348380d0518	e25ea7d2-6dbe-4f5f-8b13-dd47b80a3849	161105	3013	vic-bunurong-vct50-3013-Petrel Rock West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	10	1	VCT50	0	2	50	2	Leg start	Cyan	Circle	H	0	1.8	-4.7	-2.9	385894.966343838	5720077.26951798	55	-38.6605346781337	145.688533465271	2	1.23918376891597	71	9.99999999996586	0.161987180981893	0	154.276445466198	136.13882000852	0	25	5	False	15	1000	False	True	True	True	False	False	False
